361
-9.781012	-0.906982	0.025459
-9.705377	-0.935002	0.018435
-9.633075	-0.955871	0.010394
-9.567966	-0.962971	0.000506
-9.512756	-0.951640	-0.011750
-9.468087	-0.920581	-0.026368
-9.431895	-0.872925	-0.042663
-9.399408	-0.816252	-0.059298
-9.364051	-0.761136	-0.074571
-9.319148	-0.718340	-0.086937
-9.259951	-0.695497	-0.095639
-9.185258	-0.694450	-0.101207
-9.097950	-0.710365	-0.105604
-9.004185	-0.733066	-0.111878
-8.911482	-0.750188	-0.123360
-8.826445	-0.750999	-0.142673
-8.752945	-0.729498	-0.170883
-8.691385	-0.685700	-0.207153
-8.639218	-0.624822	-0.248996
-8.592375	-0.554896	-0.293013
-8.546982	-0.483881	-0.335795
-8.500739	-0.417364	-0.374635
-8.453543	-0.357506	-0.407880
-8.407248	-0.303348	-0.434899
-8.364770	-0.252095	-0.455844
-8.328927	-0.200735	-0.471352
-8.301475	-0.147362	-0.482337
-8.282708	-0.091776	-0.489830
-8.271722	-0.035230	-0.494867
-8.267142	0.020474	-0.498370
-8.267974	0.074172	-0.501069
-8.274216	0.126277	-0.503465
-8.286963	0.179094	-0.505844
-8.307947	0.236271	-0.508324
-8.338533	0.301486	-0.510918
-8.378470	0.376788	-0.513584
-8.424859	0.461214	-0.516270
-8.471869	0.550325	-0.518945
-8.511584	0.637004	-0.521632
-8.535921	0.713384	-0.524437
-8.539059	0.773268	-0.527578
-8.519463	0.814143	-0.531405
-8.480629	0.837982	-0.536387
-8.430131	0.850525	-0.543053
-8.377314	0.859362	-0.551877
-8.330489	0.871607	-0.563128
-8.294688	0.892034	-0.576743
-8.270683	0.922250	-0.592281
-8.255458	0.961019	-0.609006
-8.243747	1.005386	-0.626085
-8.229910	1.052046	-0.642804
-8.209456	1.098431	-0.658750
-8.179777	1.143210	-0.673882
-8.140057	1.186166	-0.688470
-8.090670	1.227636	-0.702954
-8.032437	1.267817	-0.717750
-7.966090	1.306223	-0.733104
-7.892071	1.341549	-0.749000
-7.810676	1.372031	-0.765169
-7.722513	1.396256	-0.781158
-7.629122	1.414158	-0.796437
-7.533516	1.427790	-0.810482
-7.440282	1.441416	-0.822846
-7.355003	1.460652	-0.833197
-7.282946	1.490711	-0.841353
-7.227382	1.534270	-0.847344
-7.188163	1.589751	-0.851455
-7.161231	1.650848	-0.854235
-7.139419	1.707749	-0.856415
-7.114353	1.749871	-0.858765
-7.078769	1.769230	-0.861912
-7.028392	1.763198	-0.866203
-6.962720	1.735504	-0.871652
-6.884532	1.695031	-0.877987
-6.798462	1.652825	-0.884770
-6.709307	1.618493	-0.891531
-6.620676	1.597302	-0.897880
-6.534354	1.589004	-0.903555
-6.450403	1.588638	-0.908424
-6.367783	1.588878	-0.912446
-6.285191	1.582949	-0.915634
-6.201766	1.567022	-0.918030
-6.117479	1.541330	-0.919681
-6.033106	1.509747	-0.920640
-5.949864	1.478182	-0.920968
-5.868864	1.452517	-0.920746
-5.790603	1.436886	-0.920097
-5.714663	1.432851	-0.919192
-5.639715	1.439590	-0.918230
-5.563793	1.454791	-0.917404
-5.484715	1.475748	-0.916846
-5.400528	1.500183	-0.916582
-5.309850	1.526580	-0.916515
-5.212165	1.554002	-0.916447
-5.108101	1.581551	-0.916127
-4.999744	1.607697	-0.915319
-4.890868	1.629777	-0.913860
-4.786843	1.643931	-0.911690
-4.693965	1.645711	-0.908859
-4.618156	1.631373	-0.905508
-4.563305	1.599541	-0.901848
-4.529870	1.552611	-0.898145
-4.514401	1.497142	-0.894701
-4.510295	1.442791	-0.891821
-4.509580	1.399913	-0.889763
-4.505019	1.376628	-0.888668
-4.491788	1.376439	-0.888512
-4.468188	1.397386	-0.889085
-4.435319	1.433100	-0.890032
-4.396030	1.475298	-0.890946
-4.353663	1.516759	-0.891465
-4.311040	1.553643	-0.891358
-4.269922	1.586424	-0.890559
-4.230950	1.619178	-0.889145
-4.193920	1.657613	-0.887278
-4.158180	1.706577	-0.885144
-4.123011	1.768000	-0.882897
-4.087884	1.840001	-0.880640
-4.052573	1.917478	-0.878424
-4.017152	1.993867	-0.876272
-3.981898	2.063372	-0.874200
-3.947150	2.122778	-0.872245
-3.913151	2.172205	-0.870478
-3.879867	2.214596	-0.868994
-3.846833	2.254229	-0.867898
-3.813007	2.294900	-0.867271
-3.776733	2.338464	-0.867150
-3.735859	2.384255	-0.867514
-3.688130	2.429537	-0.868298
-3.631857	2.470825	-0.869422
-3.566755	2.505545	-0.870827
-3.494639	2.533436	-0.872494
-3.419604	2.557122	-0.874458
-3.347416	2.581603	-0.876797
-3.284183	2.612807	-0.879596
-3.234657	2.655726	-0.882913
-3.200809	2.712850	-0.886736
-3.181209	2.783479	-0.890966
-3.171464	2.864142	-0.895419
-3.165463	2.949856	-0.899860
-3.156931	3.035676	-0.904044
-3.140709	3.117928	-0.907746
-3.113486	3.194801	-0.910791
-3.073974	3.266229	-0.913060
-3.022804	3.333313	-0.914504
-2.962388	3.397596	-0.915165
-2.896784	3.460485	-0.915189
-2.831396	3.522948	-0.914826
-2.772239	3.585492	-0.914390
-2.724722	3.648331	-0.914193
-2.692145	3.711604	-0.914449
-2.674468	3.775515	-0.915204
-2.667883	3.840297	-0.916296
-2.665495	3.905966	-0.917374
-2.658951	3.971886	-0.917960
-2.640432	4.036288	-0.917525
-2.604300	4.095925	-0.915558
-2.547892	4.146137	-0.911606
-2.471410	4.181566	-0.905295
-2.377278	4.197569	-0.896361
-2.269427	4.192038	-0.884703
-2.152799	4.166994	-0.870444
-2.032976	4.129126	-0.853957
-1.915711	4.088820	-0.835821
-1.806224	4.057794	-0.816732
-1.708345	4.046129	-0.797403
-1.623831	4.059767	-0.778491
-1.552143	4.099345	-0.760568
-1.490810	4.160638	-0.744120
-1.436187	4.236144	-0.729541
-1.384271	4.317028	-0.717110
-1.331296	4.394722	-0.706964
-1.274018	4.461954	-0.699092
-1.209799	4.513375	-0.693364
-1.136680	4.546108	-0.689580
-1.053528	4.560346	-0.687509
-0.960230	4.559742	-0.686908
-0.857759	4.551115	-0.687538
-0.748063	4.543067	-0.689171
-0.633801	4.543622	-0.691622
-0.518071	4.557496	-0.694765
-0.404222	4.583975	-0.698540
-0.295713	4.616361	-0.702939
-0.195872	4.643455	-0.707977
-0.107428	4.652816	-0.713643
-0.031859	4.634782	-0.719845
0.031209	4.585799	-0.726357
0.084225	4.509774	-0.732809
0.131351	4.416919	-0.738721
0.177587	4.320612	-0.743593
0.227717	4.233520	-0.747029
0.285439	4.164428	-0.748838
0.352911	4.116723	-0.749083
0.430722	4.088703	-0.748052
0.518085	4.075165	-0.746178
0.613059	4.069383	-0.743941
0.712724	4.064773	-0.741798
0.813450	4.055936	-0.740140
0.911398	4.039188	-0.739284
1.003315	4.012810	-0.739456
1.087453	3.977198	-0.740783
1.164268	3.934860	-0.743270
1.236526	3.890059	-0.746814
1.308610	3.847919	-0.751225
1.385145	3.813060	-0.756278
1.469341	3.788097	-0.761753
1.561637	3.772557	-0.767456
1.659189	3.762778	-0.773221
1.756446	3.753014	-0.778886
1.846662	3.737572	-0.784273
1.923826	3.713292	-0.789165
1.984334	3.681481	-0.793307
2.027832	3.648428	-0.796421
2.057078	3.624060	-0.798258
2.077091	3.618951	-0.798685
2.094084	3.640598	-0.797800
2.114570	3.690320	-0.796018
2.144734	3.762077	-0.794092
2.189882	3.843802	-0.792999
2.253721	3.920818	-0.793716
2.337459	3.980071	-0.796934
2.439041	4.013584	-0.802822
2.553036	4.019981	-0.810941
2.671518	4.003755	-0.820347
2.785843	3.972922	-0.829867
2.888759	3.936186	-0.838420
2.976074	3.900681	-0.845280
3.047316	3.870858	-0.850190
3.105213	3.848514	-0.853321
3.154350	3.833582	-0.855111
3.199609	3.825174	-0.856081
3.244956	3.822478	-0.856679
3.292850	3.825276	-0.857205
3.344262	3.834021	-0.857798
3.399089	3.849507	-0.858469
3.456701	3.872293	-0.859173
3.516420	3.902108	-0.859860
3.577831	3.937532	-0.860536
3.640910	3.976096	-0.861284
3.705989	4.014779	-0.862277
3.773628	4.050691	-0.863767
3.844455	4.081661	-0.866064
3.919040	4.106568	-0.869504
3.997806	4.125354	-0.874389
4.080967	4.138850	-0.880906
4.168440	4.148530	-0.889024
4.259772	4.156294	-0.898413
4.354136	4.164228	-0.908439
4.450438	4.174271	-0.918265
4.547530	4.187754	-0.927057
4.644449	4.204894	-0.934229
4.740608	4.224421	-0.939632
4.835862	4.243586	-0.943603
4.930454	4.258678	-0.946841
5.024875	4.266043	-0.950143
5.119692	4.263308	-0.954098
5.215396	4.250391	-0.958842
5.312306	4.229840	-0.963992
5.410506	4.206299	-0.968772
5.509790	4.185244	-0.972308
5.609593	4.171462	-0.973993
5.708908	4.167847	-0.973778
5.806243	4.174948	-0.972276
5.899680	4.191371	-0.970608
5.987081	4.214790	-0.970052
6.066399	4.243103	-0.971589
6.136000	4.275298	-0.975553
6.194879	4.311747	-0.981485
6.242782	4.353869	-0.988285
6.280317	4.403227	-0.994592
6.309153	4.460390	-0.999248
6.332230	4.523941	-1.001681
6.353784	4.590100	-1.002068
6.378951	4.653235	-1.001225
6.412897	4.707189	-1.000294
6.459716	4.747005	-1.000348
6.521467	4.770398	-1.002070
6.597780	4.778405	-1.005608
6.686143	4.774965	-1.010631
6.782694	4.765704	-1.016540
6.883131	4.756441	-1.022723
6.983424	4.751996	-1.028767
7.080226	4.755574	-1.034549
7.171070	4.768711	-1.040211
7.254538	4.791518	-1.046020
7.330448	4.822974	-1.052197
7.400017	4.861141	-1.058766
7.465783	4.903359	-1.065476
7.531159	4.946539	-1.071842
7.599632	4.987578	-1.077273
7.673816	5.023820	-1.081253
7.754686	5.053389	-1.083500
7.841278	5.075281	-1.084058
7.930954	5.089211	-1.083272
8.020115	5.095334	-1.081707
8.105060	5.093963	-1.080021
8.182681	5.085364	-1.078870
8.250811	5.069594	-1.078842
8.308249	5.046377	-1.080410
